model_name,seed,champion_mode_prob_cv_r2_mean,champion_mode_prob_cv_r2_std,champion_mode_prob_train_r2,champion_mode_prob_train_rmse,robustness_score_cv_r2_mean,robustness_score_cv_r2_std,robustness_score_train_r2,robustness_score_train_rmse,tpi_season_avg_cv_r2_mean,tpi_season_avg_cv_r2_std,tpi_season_avg_train_r2,tpi_season_avg_train_rmse,robust_fail_rate_cv_r2_mean,robust_fail_rate_cv_r2_std,robust_fail_rate_train_r2,robust_fail_rate_train_rmse
multi_objective_optimizer,20260130,0.3323826402371789,0.1115778643354116,0.6345525254727762,0.06850144354044532,0.16281495722555414,0.2463431301979913,0.5275350930329685,0.11920361844396368,0.25850533023388644,0.10868838311092822,0.36696322334192166,0.043693809366252834,,,,
robustness_predictor,20260130,,,,,,,,,,,,,0.9995083353861769,0.00038376400539256815,0.9999517332822047,0.0012048376883910606
