mechanism,n_configurations,avg_robustness,avg_predictability,avg_fan_influence,pareto_optimal_count
dynamic_weight,102,0.22392156862745097,0.3905882352941176,0.7698688698098792,0
percent,102,0.22627450980392155,0.39176470588235274,0.7713659407303516,0
percent_cap,102,0.22764705882352942,0.386470588235294,0.7685127454729448,0
percent_judge_save,102,0.24509803921568626,0.42764705882352944,0.798085965013728,0
percent_log,102,0.22588235294117653,0.3723529411764705,0.7462614848352754,0
percent_sqrt,102,0.2317647058823529,0.40352941176470586,0.7745039330439564,0
rank,102,0.553921568627451,0.6205882352941176,0.8449528117373483,2
