feature,importance
momentum_prev,0.4430878385630677
rally_count,0.14487230280426308
point_diff,0.11598981833926131
point_duration,0.06432838391799206
games_in_set,0.04449863431960616
sets_played,0.034626775580790047
set_no,0.03343168096096768
p1_rolling_win_rate_5,0.02642564007733111
p1_streak_prev,0.023883900765507376
p2_streak_prev,0.021967416393227444
serve_no,0.017734837960895863
is_p1_serving,0.015989161364441756
is_key_point,0.007612907928527406
is_break_point,0.005550701024120973
