Feature,Importance
min_letter_freq,0.2707556369233064
avg_letter_freq,0.25748392686907134
first_letter_freq,0.14445294733609385
last_letter_freq,0.08606189839284886
has_repeated,0.0652584985605989
max_letter_freq,0.05934619429556585
num_repeated_letters,0.05896836823658177
num_unique_letters,0.02401462197085067
vowel_ratio,0.017761113828342025
num_vowels,0.01589679358674028
