Feature,Importance
avg_letter_freq,0.22902106776514708
min_letter_freq,0.20410217330981967
first_letter_freq,0.14137209869468956
last_letter_freq,0.12319909522601256
max_letter_freq,0.07969645136204499
num_unique_letters,0.06470419165971861
num_repeated_letters,0.045185472752996635
has_repeated,0.04003610192301897
vowel_ratio,0.03877427087736647
num_vowels,0.03390907642918549
