Feature,Importance
avg_letter_freq,0.5607997894191076
max_letter_freq,0.1096166036282623
first_letter_freq,0.1050920548939347
min_letter_freq,0.0931111461943898
last_letter_freq,0.08260835869517055
vowel_ratio,0.018522906529178776
num_repeated_letters,0.011971209960607914
num_vowels,0.009140325535028769
num_unique_letters,0.007147922810054991
has_repeated,0.0019896823342646698
