outcome,model,term,estimate,ci_low,ci_high,std_err,p_value,n_obs,n_refits,note
fan_vote_index_mean,mixedlm,C(industry)[T.Model],-0.43353732999309125,-0.5567088411533891,-0.20037138522270648,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.Motivational Speaker],0.47038397925117875,-0.2697619520408331,1.0312572732279472,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.Musician],0.5585826671794312,0.20699890502311566,1.0992437995609137,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.News Anchor],0.18359122934385882,-0.5179131178757763,0.4890346310617935,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.Politician],-0.2152155045966908,-0.7034863992113239,0.35594243519161284,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.Producer],-0.05505938860590858,-0.8396004295041117,0.7353842128183996,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.Racing Driver],0.04277623284049196,-0.28545331176618904,0.44422777001785585,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.Radio Personality],-0.4068198751222208,-0.7221313963934047,0.39070203463977854,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.Singer/Rapper],-0.10393118480367798,-0.23784910034295118,0.03391303348237952,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.Social Media Personality],-0.19332926463426833,-0.34604829963225003,0.01809459775546198,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.Social media personality],-0.31018250820983523,-0.6418298131106309,0.2501991985982371,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.Sports Broadcaster],-0.35204479835349733,-1.2763848257724026,0.6760283861213623,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,C(industry)[T.TV Personality],-0.11141434219327055,-0.2212720546506385,-0.046744053279233075,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,Intercept,-2.08023882582111,-2.2080959304232968,-1.5236053764034756,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,age,-0.018929080926403906,-0.04145949906647235,-0.011259757540867225,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,age_sq,8.94682592475903e-05,-5.2218925646431175e-05,0.0003325138339890957,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,is_us,1.3906134155467826,0.7591409153747103,2.3614363237868505,,,421,15,fan_line_posterior_refit
fan_vote_index_mean,mixedlm,log_state_pop,-0.08124822974492829,-0.14469672965612546,-0.045251694309080034,,,421,15,fan_line_posterior_refit
