season,week,mechanism,n_active,n_exit,alpha,tau,m,r,ess,ess_ratio,evidence
10,2,percent,11,1,0.5,0.03,2000,500,1272.8218751372092,0.6364109375686046,0.0877057912112438
10,3,percent,10,1,0.5,0.03,2000,500,1298.7468318776287,0.6493734159388144,0.16687892761594766
10,4,percent,9,1,0.5,0.03,2000,500,1196.7281082430695,0.5983640541215348,0.14820452139477563
10,5,percent,8,1,0.5,0.03,2000,500,1138.456692852695,0.5692283464263475,0.1944824802390406
10,6,percent,7,1,0.5,0.03,2000,500,1058.431281979353,0.5292156409896764,0.19668169618867387
10,7,percent,6,1,0.5,0.03,2000,500,925.096875941738,0.462548437970869,0.17289822538528032
10,8,percent,5,1,0.5,0.03,2000,500,990.4078676957566,0.4952039338478783,0.2723535247564323
10,9,percent,4,1,0.5,0.03,2000,500,927.7876353722203,0.46389381768611015,0.2996610452777547
10,10,percent,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
11,1,percent,12,1,0.5,0.03,2000,500,1358.0974776283072,0.6790487388141536,0.10625784338341597
11,2,percent,11,1,0.5,0.03,2000,500,1342.8435019492242,0.6714217509746121,0.1589857561129974
11,3,percent,10,1,0.5,0.03,2000,500,1215.5719211444175,0.6077859605722088,0.12758968224609776
11,4,percent,9,1,0.5,0.03,2000,500,1219.392547817451,0.6096962739087255,0.1720969942286314
11,5,percent,8,1,0.5,0.03,2000,500,1049.4289830567468,0.5247144915283734,0.13721344487900092
11,6,percent,7,1,0.5,0.03,2000,500,945.1994417715993,0.4725997208857996,0.11290287121539576
11,7,percent,6,1,0.5,0.03,2000,500,938.7099632148853,0.46935498160744266,0.170743263102205
11,8,percent,5,1,0.5,0.03,2000,500,927.9053042321217,0.46395265211606085,0.24144006524619757
11,9,percent,4,1,0.5,0.03,2000,500,818.1810390582082,0.4090905195291041,0.25955264632670744
11,10,percent,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
12,1,percent,11,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
12,2,percent,11,1,0.5,0.03,2000,500,1288.783124066884,0.6443915620334421,0.10818588102613817
12,3,percent,10,1,0.5,0.03,2000,500,1282.5095775804284,0.6412547887902142,0.1575486563834925
12,4,percent,9,1,0.5,0.03,2000,500,1174.484404059386,0.587242202029693,0.1313568910494608
12,5,percent,8,1,0.5,0.03,2000,500,1081.222675604814,0.540611337802407,0.14392957375984344
12,6,percent,7,1,0.5,0.03,2000,500,1073.7074575438128,0.5368537287719064,0.1900731696153885
12,7,percent,6,1,0.5,0.03,2000,500,968.2640331717829,0.48413201658589144,0.1797527690148375
12,8,percent,5,1,0.5,0.03,2000,500,848.951253215291,0.4244756266076455,0.19833984537966054
12,9,percent,4,1,0.5,0.03,2000,500,988.2411798470757,0.49412058992353786,0.3498978814603861
12,10,percent,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
13,1,percent,12,1,0.5,0.03,2000,500,1351.1948645742902,0.6755974322871451,0.11320328054137482
13,2,percent,11,1,0.5,0.03,2000,500,1254.1601060153496,0.6270800530076748,0.08419320601192737
13,3,percent,10,1,0.5,0.03,2000,500,1211.219234049597,0.6056096170247984,0.09782058280013323
13,4,percent,9,1,0.5,0.03,2000,500,1193.9459947408563,0.5969729973704282,0.13351726384679238
13,5,percent,8,1,0.5,0.03,2000,500,1134.6931978060632,0.5673465989030316,0.1717670196948718
13,6,percent,7,1,0.5,0.03,2000,500,1062.0068316027246,0.5310034158013622,0.19837613748281557
13,7,percent,6,1,0.5,0.03,2000,500,929.8645428738939,0.464932271436947,0.17522739433646486
13,8,percent,5,1,0.5,0.03,2000,500,991.609110697743,0.49580455534887147,0.27774593866279124
13,9,percent,4,1,0.5,0.03,2000,500,981.1171527084698,0.4905585763542349,0.3492285188062096
13,10,percent,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
14,1,percent,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
14,2,percent,12,1,0.5,0.03,2000,500,1332.6939859564952,0.6663469929782476,0.11085851270023454
14,3,percent,11,1,0.5,0.03,2000,500,1273.3644248158455,0.6366822124079228,0.09830232567079344
14,4,percent,10,1,0.5,0.03,2000,500,1217.729193618437,0.6088645968092185,0.1155437215229947
14,5,percent,9,1,0.5,0.03,2000,500,1197.2031912810262,0.5986015956405131,0.16095541893095464
14,6,percent,8,1,0.5,0.03,2000,500,1148.657264751636,0.574328632375818,0.19122780338237017
14,7,percent,7,1,0.5,0.03,2000,500,1017.6309706549749,0.5088154853274874,0.1514761036233226
14,8,percent,6,2,0.5,0.03,2000,500,464.01347168025274,0.23200673584012638,0.06641643108708203
14,9,percent,4,1,0.5,0.03,2000,500,779.8851026576771,0.38994255132883854,0.23782285007104223
14,10,percent,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
15,1,percent,13,1,0.5,0.03,2000,500,1402.3187242563627,0.7011593621281813,0.10050549312416007
15,2,percent,12,1,0.5,0.03,2000,500,1339.7780635767406,0.6698890317883703,0.08528702900286532
15,3,percent,11,2,0.5,0.03,2000,500,818.0000061647498,0.40900000308237494,0.019476362092034922
15,4,percent,9,1,0.5,0.03,2000,500,1180.6719738246486,0.5903359869123243,0.12914559532445746
15,5,percent,8,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
15,6,percent,8,1,0.5,0.03,2000,500,1049.0949487848093,0.5245474743924047,0.10762748467648851
15,7,percent,7,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
15,8,percent,7,2,0.5,0.03,2000,500,552.1963670682611,0.27609818353413057,0.05449141372462932
15,9,percent,5,2,0.5,0.03,2000,500,436.3219533299118,0.2181609766649559,0.10367941542491042
15,10,percent,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
16,1,percent,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
16,2,percent,12,1,0.5,0.03,2000,500,1384.3540252956275,0.6921770126478137,0.11877123351557486
16,3,percent,11,1,0.5,0.03,2000,500,1309.2207484345092,0.6546103742172547,0.13348621668942576
16,4,percent,10,1,0.5,0.03,2000,500,1207.9364668824144,0.6039682334412072,0.1278293749789984
16,5,percent,9,1,0.5,0.03,2000,500,1212.6573266020218,0.6063286633010109,0.160936694528701
16,6,percent,8,1,0.5,0.03,2000,500,1154.5304171625908,0.5772652085812954,0.16317856835217134
16,7,percent,7,1,0.5,0.03,2000,500,1169.4840473296078,0.5847420236648039,0.2612273279331671
16,8,percent,6,1,0.5,0.03,2000,500,1041.5438621686867,0.5207719310843434,0.23873425272722443
16,9,percent,5,1,0.5,0.03,2000,500,900.2897258111278,0.45014486290556394,0.2401919360680134
16,10,percent,4,1,0.5,0.03,2000,500,826.8137931007732,0.4134068965503866,0.25637246169342415
17,1,percent,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
17,2,percent,12,1,0.5,0.03,2000,500,1352.4164717456224,0.6762082358728112,0.10465293798404039
17,3,percent,11,1,0.5,0.03,2000,500,1331.2269289974722,0.6656134644987362,0.14078777226414224
17,4,percent,10,1,0.5,0.03,2000,500,1274.2738970607384,0.6371369485303692,0.14360694784824907
17,5,percent,9,1,0.5,0.03,2000,500,1139.7809429410804,0.5698904714705402,0.09516035989664567
17,6,percent,8,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
17,7,percent,8,1,0.5,0.03,2000,500,1074.812594896807,0.5374062974484035,0.1297537851264417
17,8,percent,7,1,0.5,0.03,2000,500,995.4653015818182,0.49773265079090906,0.14680643917154027
17,9,percent,6,1,0.5,0.03,2000,500,871.3576030926016,0.4356788015463008,0.1387695402938141
17,10,percent,5,1,0.5,0.03,2000,500,865.8613752199749,0.43293068760998743,0.22140551675829695
17,11,percent,4,1,0.5,0.03,2000,500,924.4660200959862,0.4622330100479931,0.30972347294223773
18,1,percent,12,1,0.5,0.03,2000,500,1325.9068865160557,0.6629534432580279,0.10312632479821944
18,2,percent,11,2,0.5,0.03,2000,500,844.4150425202007,0.42220752126010036,0.03030036376297229
18,3,percent,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
18,4,percent,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
18,5,percent,9,1,0.5,0.03,2000,500,1151.5517616931813,0.5757758808465907,0.12012245583530526
18,6,percent,8,1,0.5,0.03,2000,500,1123.665547651393,0.5618327738256964,0.14950594226620284
18,7,percent,7,1,0.5,0.03,2000,500,1045.7969951574116,0.5228984975787058,0.17194340112409623
18,8,percent,6,1,0.5,0.03,2000,500,955.7757173760184,0.4778878586880092,0.16681606147578124
18,9,percent,5,1,0.5,0.03,2000,500,829.2242900536369,0.4146121450268184,0.19478231245308092
18,10,percent,4,1,0.5,0.03,2000,500,788.1589890017906,0.3940794945008953,0.23941750735791914
19,1,percent,13,1,0.5,0.03,2000,500,1390.2419435531456,0.6951209717765728,0.0997399430951377
19,2,percent,12,1,0.5,0.03,2000,500,1325.7040224837624,0.6628520112418812,0.09045028975602641
19,3,percent,11,1,0.5,0.03,2000,500,1317.5428778455002,0.6587714389227501,0.12155388614509331
19,4,percent,10,1,0.5,0.03,2000,500,1190.4569765194096,0.5952284882597049,0.10967692012298322
19,5,percent,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
19,6,percent,9,1,0.5,0.03,2000,500,1170.7283977990946,0.5853641988995473,0.11514199514771531
19,7,percent,8,1,0.5,0.03,2000,500,1102.582162151175,0.5512910810755876,0.14361368303134628
19,8,percent,7,1,0.5,0.03,2000,500,1143.480361836054,0.571740180918027,0.23856115356346458
19,9,percent,6,1,0.5,0.03,2000,500,928.9683518306513,0.46448417591532565,0.1653030147066066
19,10,percent,5,1,0.5,0.03,2000,500,941.9569079557563,0.47097845397787813,0.26296370646979167
19,11,percent,4,1,0.5,0.03,2000,500,808.1030590893121,0.404051529544656,0.2527728711738299
20,1,percent,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
20,2,percent,12,1,0.5,0.03,2000,500,1298.656005203135,0.6493280026015675,0.07382600318498518
20,3,percent,11,1,0.5,0.03,2000,500,1314.8476674011933,0.6574238337005966,0.12378752477952426
20,4,percent,10,1,0.5,0.03,2000,500,1223.841906707828,0.611920953353914,0.11007002027270184
20,5,percent,9,1,0.5,0.03,2000,500,1153.9155903097362,0.5769577951548681,0.1265218787589694
20,6,percent,8,1,0.5,0.03,2000,500,1104.510849441862,0.552255424720931,0.13405056053928807
20,7,percent,7,1,0.5,0.03,2000,500,981.8703706804641,0.49093518534023206,0.12079957392747809
20,8,percent,6,2,0.5,0.03,2000,500,542.4605117442319,0.27123025587211597,0.10016871312909903
20,9,percent,4,1,0.5,0.03,2000,500,765.2856096348247,0.38264280481741236,0.23615031281890192
20,10,percent,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
21,1,percent,13,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
21,2,percent,13,3,0.5,0.03,2000,500,637.7611081770704,0.31888055408853516,0.006001119634510605
21,3,percent,10,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
21,4,percent,10,1,0.5,0.03,2000,500,1246.8900717861084,0.6234450358930542,0.15700803507426395
21,5,percent,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
21,6,percent,9,1,0.5,0.03,2000,500,1224.9545182294814,0.6124772591147407,0.17989043139624208
21,7,percent,8,1,0.5,0.03,2000,500,1104.0433975661863,0.5520216987830932,0.12415909474373496
21,8,percent,7,1,0.5,0.03,2000,500,1029.352955747235,0.5146764778736175,0.17467178616355192
21,9,percent,6,2,0.5,0.03,2000,500,425.2783335610816,0.2126391667805408,0.0629074285791396
21,10,percent,4,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
21,11,percent,4,1,0.5,0.03,2000,500,767.8718932224554,0.38393594661122765,0.23038766757038007
22,1,percent,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
22,2,percent,12,1,0.5,0.03,2000,500,1357.6264964173438,0.678813248208672,0.12649838902703742
22,3,percent,11,1,0.5,0.03,2000,500,1297.7810358853314,0.6488905179426657,0.11444964729667476
22,4,percent,10,1,0.5,0.03,2000,500,1207.9503684699687,0.6039751842349843,0.11584260574642223
22,5,percent,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
22,6,percent,9,1,0.5,0.03,2000,500,1175.3421399378246,0.5876710699689123,0.1419658007237198
22,7,percent,8,2,0.5,0.03,2000,500,575.1198991285333,0.28755994956426667,0.0393015161432393
22,8,percent,6,1,0.5,0.03,2000,500,917.1577485786821,0.4585788742893411,0.14779935197589067
22,9,percent,5,2,0.5,0.03,2000,500,433.62859123339615,0.21681429561669807,0.10013694237895762
22,10,percent,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
23,1,percent,13,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
23,2,percent,13,1,0.5,0.03,2000,500,1386.6731757080074,0.6933365878540038,0.08819545554591383
23,3,percent,12,1,0.5,0.03,2000,500,1341.053584436252,0.670526792218126,0.10064618039832086
23,4,percent,11,2,0.5,0.03,2000,500,821.0680337199512,0.41053401685997565,0.026336314262975377
23,5,percent,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
23,6,percent,9,1,0.5,0.03,2000,500,1209.9197866533736,0.6049598933266869,0.14987775586569926
23,7,percent,8,1,0.5,0.03,2000,500,1115.303633913309,0.5576518169566546,0.13869792066862618
23,8,percent,7,1,0.5,0.03,2000,500,1045.8892073922757,0.5229446036961378,0.1696061280431873
23,9,percent,6,1,0.5,0.03,2000,500,921.3945983513747,0.46069729917568736,0.18046641692525886
23,10,percent,5,1,0.5,0.03,2000,500,858.2409370941929,0.42912046854709646,0.19486261967404256
23,11,percent,4,1,0.5,0.03,2000,500,851.2885300614483,0.42564426503072417,0.27469953787390544
24,1,percent,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
24,2,percent,12,1,0.5,0.03,2000,500,1334.0080596568087,0.6670040298284043,0.10400504027789081
24,3,percent,11,1,0.5,0.03,2000,500,1276.110563824075,0.6380552819120374,0.11361588454424458
24,4,percent,10,1,0.5,0.03,2000,500,1253.3990970074142,0.6266995485037071,0.1244637030595471
24,5,percent,9,1,0.5,0.03,2000,500,1176.250388845048,0.588125194422524,0.12103921458765282
24,6,percent,8,1,0.5,0.03,2000,500,1078.3444916665203,0.5391722458332602,0.10394704011372999
24,7,percent,7,2,0.5,0.03,2000,500,491.1744069806934,0.24558720349034668,0.04993556457091404
24,8,percent,5,1,0.5,0.03,2000,500,973.6720798819019,0.486836039940951,0.2739380224539823
24,9,percent,4,1,0.5,0.03,2000,500,773.7634350023027,0.38688171750115136,0.22744207106716294
24,10,percent,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
25,1,percent,13,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
25,2,percent,13,2,0.5,0.03,2000,500,915.9954351149426,0.45799771755747126,0.016223005762901067
25,3,percent,11,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
25,4,percent,11,1,0.5,0.03,2000,500,1273.5216389061266,0.6367608194530633,0.09854671403551456
25,5,percent,10,1,0.5,0.03,2000,500,1229.3469153047329,0.6146734576523665,0.11134597085609677
25,6,percent,9,1,0.5,0.03,2000,500,1204.3445756918873,0.6021722878459437,0.16043042939105068
25,7,percent,8,2,0.5,0.03,2000,500,615.3529897623613,0.30767649488118065,0.04058977215379509
25,8,percent,6,1,0.5,0.03,2000,500,937.0496020724585,0.46852480103622923,0.16809843283235393
25,9,percent,5,1,0.5,0.03,2000,500,839.011999487921,0.4195059997439605,0.18535940716037588
25,10,percent,4,1,0.5,0.03,2000,500,856.7427643714597,0.42837138218572984,0.2703360343225857
26,1,percent,10,2,0.5,0.03,2000,500,775.5524256605137,0.3877762128302568,0.03209793167690539
26,2,percent,8,2,0.5,0.03,2000,500,585.1204349071184,0.2925602174535592,0.03914357429344915
26,3,percent,6,3,0.5,0.03,2000,500,328.6000344889269,0.16430001724446344,0.06984938921849144
26,4,percent,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
27,1,percent,13,1,0.5,0.03,2000,500,1374.45974919593,0.687229874597965,0.08469259760545031
27,2,percent,12,1,0.5,0.03,2000,500,1355.6977895873438,0.6778488947936719,0.10670291416566982
27,3,percent,11,1,0.5,0.03,2000,500,1271.188567179934,0.635594283589967,0.10262925365179996
27,4,percent,10,1,0.5,0.03,2000,500,1203.8663230031464,0.6019331615015732,0.08080424581978962
27,5,percent,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
27,6,percent,9,1,0.5,0.03,2000,500,1167.6305383603394,0.5838152691801697,0.12036581569438527
27,7,percent,8,2,0.5,0.03,2000,500,526.3912419609302,0.2631956209804651,0.03731175529514888
27,8,percent,6,2,0.5,0.03,2000,500,440.33080195671124,0.22016540097835563,0.06896196302504468
27,9,percent,4,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
28,1,percent,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
28,2,percent,12,2,0.5,0.03,2000,500,859.7788823052734,0.4298894411526367,0.02289962829697036
28,3,percent,10,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
28,4,percent,10,1,0.5,0.03,2000,500,1258.3781423289192,0.6291890711644597,0.15085879764700116
28,5,percent,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
28,6,percent,9,1,0.5,0.03,2000,500,1150.0014118887077,0.5750007059443538,0.10047933481899528
28,7,percent,8,1,0.5,0.03,2000,500,1083.989546599506,0.541994773299753,0.1302003842713934
28,8,percent,7,1,0.5,0.03,2000,500,994.3454249604473,0.49717271248022366,0.14951678939253693
28,9,percent,6,1,0.5,0.03,2000,500,1141.8097466800282,0.570904873340014,0.29570046577016335
28,10,percent,5,1,0.5,0.03,2000,500,909.1856723668574,0.45459283618342866,0.2318555290364209
28,11,percent,4,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
29,1,percent,15,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
29,2,percent,15,1,0.5,0.03,2000,500,1462.57944501727,0.731289722508635,0.08041607179068577
29,3,percent,14,1,0.5,0.03,2000,500,1437.206672848554,0.718603336424277,0.11152904049057172
29,4,percent,13,1,0.5,0.03,2000,500,1415.8790357689786,0.7079395178844893,0.0884709133170656
29,5,percent,12,1,0.5,0.03,2000,500,1346.5445735949656,0.6732722867974829,0.10808661943017829
29,6,percent,11,1,0.5,0.03,2000,500,1292.6508383165926,0.6463254191582963,0.11171097244834416
29,7,percent,10,2,0.5,0.03,2000,500,768.174862091611,0.3840874310458055,0.03008063827553939
29,8,percent,8,1,0.5,0.03,2000,500,1064.9375345699657,0.5324687672849828,0.12546502028994758
29,9,percent,7,1,0.5,0.03,2000,500,1033.58214811388,0.51679107405694,0.16882661308398364
29,10,percent,6,2,0.5,0.03,2000,500,450.89547559855043,0.2254477377992752,0.06589312660928841
