season,week,mechanism,n_active,n_exit,alpha,tau,m,r,ess,ess_ratio,evidence
29,11,percent,4,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
30,1,percent,15,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
30,2,percent,15,1,0.5,0.03,2000,500,1474.8752953051865,0.7374376476525932,0.10190434760401826
30,3,percent,14,1,0.5,0.03,2000,500,1413.0989162262586,0.7065494581131293,0.07124780946603665
30,4,percent,13,2,0.5,0.03,2000,500,980.6294151289569,0.4903147075644785,0.019293790032505833
30,5,percent,11,1,0.5,0.03,2000,500,1269.524423674467,0.6347622118372335,0.08482739220282386
30,6,percent,10,1,0.5,0.03,2000,500,1220.6304391869946,0.6103152195934973,0.1187234549931381
30,7,percent,9,1,0.5,0.03,2000,500,1183.3264326902406,0.5916632163451203,0.13262687490629516
30,8,percent,8,2,0.5,0.03,2000,500,643.6149814680683,0.32180749073403414,0.053981198800846925
30,9,percent,6,2,0.5,0.03,2000,500,475.2369747744463,0.23761848738722316,0.07332581893569032
30,10,percent,4,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
31,1,percent,16,1,0.5,0.03,2000,500,1486.2680430665423,0.7431340215332711,0.07905459758757613
31,2,percent,15,1,0.5,0.03,2000,500,1455.777545285516,0.727888772642758,0.0786716446989544
31,3,percent,14,1,0.5,0.03,2000,500,1402.9928683941548,0.7014964341970774,0.08466460116946595
31,4,percent,13,1,0.5,0.03,2000,500,1395.92628796093,0.697963143980465,0.09907152858242131
31,5,percent,12,2,0.5,0.03,2000,500,853.4110682382359,0.42670553411911794,0.014670743116968702
31,6,percent,10,1,0.5,0.03,2000,500,1217.5078809807478,0.6087539404903739,0.11114115240608277
31,7,percent,9,1,0.5,0.03,2000,500,1158.7207048294815,0.5793603524147407,0.12093388560068809
31,8,percent,8,2,0.5,0.03,2000,500,638.6879492818522,0.31934397464092606,0.0597301058906766
31,9,percent,6,2,0.5,0.03,2000,500,527.1769608151867,0.26358848040759336,0.0918102089062249
31,10,percent,4,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
32,1,percent,14,1,0.5,0.03,2000,500,1452.9248650473933,0.7264624325236967,0.09676064563038686
32,2,percent,13,1,0.5,0.03,2000,500,1379.5495610214425,0.6897747805107213,0.08877291890953463
32,3,percent,12,1,0.5,0.03,2000,500,1330.1571544403396,0.6650785772201698,0.11339218142978122
32,4,percent,11,1,0.5,0.03,2000,500,1277.9382637654494,0.6389691318827248,0.09443551765275103
32,5,percent,10,1,0.5,0.03,2000,500,1262.3322980417981,0.6311661490208991,0.11666573274538572
32,6,percent,9,1,0.5,0.03,2000,500,1199.7799486763072,0.5998899743381536,0.1263875221381406
32,7,percent,8,1,0.5,0.03,2000,500,1075.137294494196,0.5375686472470981,0.11799990514410796
32,8,percent,7,1,0.5,0.03,2000,500,1000.7926776092405,0.5003963388046203,0.15116126414767114
32,9,percent,6,1,0.5,0.03,2000,500,1025.3970504250715,0.5126985252125358,0.2371094653296514
32,10,percent,5,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
32,11,percent,5,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
33,1,percent,13,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
33,2,percent,13,2,0.5,0.03,2000,500,951.1117805773462,0.47555589028867307,0.016038279480755566
33,3,percent,11,2,0.5,0.03,2000,500,864.1767246261666,0.4320883623130833,0.034928084220043475
33,4,percent,9,1,0.5,0.03,2000,500,1160.645280468673,0.5803226402343366,0.11361019405902689
33,5,percent,8,1,0.5,0.03,2000,500,1090.682073561919,0.5453410367809595,0.1337953288029334
33,6,percent,7,1,0.5,0.03,2000,500,960.1148308635577,0.4800574154317788,0.1239764558212836
33,7,percent,6,1,0.5,0.03,2000,500,1016.6484070747052,0.5083242035373526,0.21065792892234544
33,8,percent,5,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
33,9,percent,5,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
34,1,percent,14,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
34,2,percent,14,2,0.5,0.03,2000,500,1001.5025448317311,0.5007512724158656,0.016215311893012868
34,3,percent,12,1,0.5,0.03,2000,500,1327.340775531063,0.6636703877655314,0.10018591542879672
34,4,percent,11,1,0.5,0.03,2000,500,1287.9661907398834,0.6439830953699417,0.0883234127963536
34,5,percent,10,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
34,6,percent,10,1,0.5,0.03,2000,500,1247.815668074317,0.6239078340371585,0.1308680137378442
34,7,percent,9,1,0.5,0.03,2000,500,1170.1355824022244,0.5850677912011122,0.12516455820870678
34,8,percent,8,1,0.5,0.03,2000,500,1101.5247943902955,0.5507623971951477,0.13037378084938814
34,9,percent,7,1,0.5,0.03,2000,500,1105.6503373987407,0.5528251686993704,0.2241237275195649
34,10,percent,6,1,0.5,0.03,2000,500,942.1846432047071,0.47109232160235354,0.16522172410268945
34,11,percent,5,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
1,1,rank,6,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
1,2,rank,6,1,0.5,0.03,2000,500,414.18745998977414,0.20709372999488707,0.16137499955904536
1,3,rank,5,1,0.5,0.03,2000,500,1141.2093545729622,0.5706046772864811,0.5194583332458642
1,4,rank,4,1,0.5,0.03,2000,500,331.6169999489346,0.1658084999744673,0.10745833482832606
1,5,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
1,6,rank,2,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
2,1,rank,10,1,0.5,0.03,2000,500,616.6980695222268,0.30834903476111336,0.2794917247547588
2,2,rank,9,1,0.5,0.03,2000,500,610.7324234427327,0.30536621172136635,0.2797662454291441
2,3,rank,8,1,0.5,0.03,2000,500,259.07526370216,0.12953763185108,0.12950115316497085
2,4,rank,7,1,0.5,0.03,2000,500,935.269888571967,0.4676349442859835,0.427582803005951
2,5,rank,6,1,0.5,0.03,2000,500,1039.8638079170307,0.5199319039585154,0.4774916668811252
2,6,rank,5,1,0.5,0.03,2000,500,877.1633369059443,0.43858166845297214,0.43349170472753146
2,7,rank,4,1,0.5,0.03,2000,500,770.4400183596194,0.3852200091798097,0.33949697929586814
2,8,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
3,1,rank,11,1,0.5,0.03,2000,500,776.573628043849,0.3882868140219245,0.36293327624408384
3,2,rank,10,1,0.5,0.03,2000,500,104.21345608907852,0.05210672804453926,0.03995828524971189
3,3,rank,9,1,0.5,0.03,2000,500,128.0374959395874,0.06401874796979369,0.06400336429225403
3,4,rank,8,1,0.5,0.03,2000,500,174.73055666990925,0.08736527833495462,0.076333334524994
3,5,rank,7,2,0.5,0.03,2000,500,28.281494583749225,0.014140747291874613,0.013025276997486544
3,6,rank,5,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
3,7,rank,5,1,0.5,0.03,2000,500,1156.7740401811097,0.5783870200905549,0.5290802022551219
3,8,rank,4,1,0.5,0.03,2000,500,1184.2450895124562,0.592122544756228,0.5919972260791727
3,9,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
3,10,rank,2,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
4,1,rank,11,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
4,2,rank,11,1,0.5,0.03,2000,500,169.02764010306188,0.08451382005153094,0.08449921920362503
4,3,rank,10,1,0.5,0.03,2000,500,238.67074464852305,0.11933537232426153,0.10766645908692116
4,4,rank,9,1,0.5,0.03,2000,500,513.4444772074273,0.2567222386037137,0.24949816640569986
4,5,rank,8,1,0.5,0.03,2000,500,905.9368037139939,0.45296840185699694,0.41678749985808383
4,6,rank,7,1,0.5,0.03,2000,500,405.13906215255474,0.20256953107627737,0.17105002726639287
4,7,rank,6,1,0.5,0.03,2000,500,700.8836864343194,0.3504418432171597,0.3237467500443124
4,8,rank,5,1,0.5,0.03,2000,500,1124.9774382987746,0.5624887191493873,0.5133333342224642
4,9,rank,4,1,0.5,0.03,2000,500,1272.436733120669,0.6362183665603345,0.5894963986444947
4,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
5,1,rank,12,1,0.5,0.03,2000,500,777.9338929607728,0.38896694648038643,0.36524998681932197
5,2,rank,11,1,0.5,0.03,2000,500,128.14222117459994,0.06407111058729997,0.05925000062431793
5,3,rank,10,1,0.5,0.03,2000,500,771.2328555519431,0.38561642777597155,0.36059868250381344
5,4,rank,9,1,0.5,0.03,2000,500,666.9995782521091,0.33349978912605455,0.30033332890151965
5,5,rank,8,1,0.5,0.03,2000,500,728.8225590671119,0.36441127953355595,0.3622449221118164
5,6,rank,7,1,0.5,0.03,2000,500,214.08115699432088,0.10704057849716044,0.10700142679836278
5,7,rank,6,1,0.5,0.03,2000,500,982.8629689494709,0.49143148447473545,0.4659181357301441
5,8,rank,5,1,0.5,0.03,2000,500,376.87426434041555,0.18843713217020777,0.1399333324891402
5,9,rank,4,1,0.5,0.03,2000,500,765.4880550652226,0.38274402753261133,0.33499589877376557
5,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
6,1,rank,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
6,2,rank,12,2,0.5,0.03,2000,500,139.2787315957707,0.06963936579788535,0.06679509345244622
6,3,rank,10,1,0.5,0.03,2000,500,306.02660166829475,0.15301330083414738,0.15299931879068107
6,4,rank,9,1,0.5,0.03,2000,500,866.6768600878933,0.4333384300439466,0.40516666748396984
6,5,rank,8,1,0.5,0.03,2000,500,893.4962921229082,0.44674814606145413,0.4318316160261179
6,6,rank,7,1,0.5,0.03,2000,500,931.8052946355007,0.46590264731775033,0.45958427991625
6,7,rank,6,1,0.5,0.03,2000,500,473.07987015025515,0.23653993507512758,0.2364887305176659
6,8,rank,5,1,0.5,0.03,2000,500,379.29250231464454,0.18964625115732228,0.1389999990691407
6,9,rank,4,1,0.5,0.03,2000,500,1270.0375121026834,0.6350187560513417,0.5695416667605543
6,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
7,1,rank,13,2,0.5,0.03,2000,500,49.43424231280033,0.024717121156400165,0.02171840931532618
7,2,rank,11,2,0.5,0.03,2000,500,5.92658570693903,0.0029632928534695153,0.0020083455961239292
7,3,rank,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
7,4,rank,9,1,0.5,0.03,2000,500,858.9643459187322,0.4294821729593661,0.40000000013821796
7,5,rank,8,1,0.5,0.03,2000,500,297.5608087147447,0.14878040435737236,0.13499726710808027
7,6,rank,7,1,0.5,0.03,2000,500,920.2836589725758,0.4601418294862879,0.4417498901676628
7,7,rank,6,1,0.5,0.03,2000,500,384.78458119199604,0.19239229059599802,0.16258079964738176
7,8,rank,5,1,0.5,0.03,2000,500,844.0567212097317,0.4220283606048658,0.4219772960272975
7,9,rank,4,1,0.5,0.03,2000,500,1177.228748992532,0.588614374496266,0.5884981885967956
7,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
8,1,rank,13,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
8,2,rank,13,1,0.5,0.03,2000,500,193.66253132362527,0.09683126566181263,0.09024994040584354
8,3,rank,12,1,0.5,0.03,2000,500,368.9796271438995,0.18448981357194974,0.16626696016184625
8,4,rank,11,2,0.5,0.03,2000,500,142.77413584067594,0.07138706792033797,0.06820010698579049
8,5,rank,9,1,0.5,0.03,2000,500,216.15359706409433,0.10807679853204716,0.09037518737632655
8,6,rank,8,1,0.5,0.03,2000,500,930.0093019731556,0.46500465098657784,0.4324993210205594
8,7,rank,7,1,0.5,0.03,2000,500,958.295289419424,0.479147644709712,0.4506629611517353
8,8,rank,6,1,0.5,0.03,2000,500,692.6535544972119,0.34632677724860594,0.32183254551492324
8,9,rank,5,1,0.5,0.03,2000,500,719.196556599973,0.3595982782999865,0.3257477351262046
8,10,rank,4,1,0.5,0.03,2000,500,1275.5650326437262,0.6377825163218631,0.5698750013794366
8,11,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
9,1,rank,16,2,0.5,0.03,2000,500,69.49014293897663,0.03474507146948832,0.03360384579808097
9,2,rank,14,1,0.5,0.03,2000,500,616.2748704481193,0.3081374352240596,0.29591663581920796
9,3,rank,13,2,0.5,0.03,2000,500,83.1561311004238,0.0415780655502119,0.04016619497603639
9,4,rank,11,1,0.5,0.03,2000,500,387.48544074195803,0.193742720370979,0.18758832272903203
9,5,rank,10,1,0.5,0.03,2000,500,459.05711430920564,0.22952855715460282,0.22949541555097236
9,6,rank,9,2,0.5,0.03,2000,500,113.40907569510756,0.05670453784755378,0.05176184269002179
9,7,rank,7,2,0.5,0.03,2000,500,242.05898105170033,0.12102949052585016,0.11771876734145077
9,8,rank,5,1,0.5,0.03,2000,500,878.052639594519,0.4390263197972595,0.4389792779423418
9,9,rank,4,1,0.5,0.03,2000,500,330.8068405228655,0.16540342026143276,0.1079166675261071
9,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
10,1,rank,11,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
10,2,rank,11,1,0.5,0.03,2000,500,79.03649398643051,0.03951824699321526,0.03950179340159817
10,3,rank,10,1,0.5,0.03,2000,500,768.436181159753,0.3842180905798765,0.3700007315839822
10,4,rank,9,1,0.5,0.03,2000,500,623.1813735041628,0.3115906867520814,0.2828916635106198
10,5,rank,8,1,0.5,0.03,2000,500,878.8508783662736,0.4394254391831368,0.43053943583074816
10,6,rank,7,1,0.5,0.03,2000,500,943.261809319887,0.4716309046599435,0.4377083339612219
10,7,rank,6,1,0.5,0.03,2000,500,469.83377765515485,0.2349168888275774,0.23424134913838532
10,8,rank,5,1,0.5,0.03,2000,500,1144.355837428176,0.5721779187140881,0.5414956162685759
10,9,rank,4,1,0.5,0.03,2000,500,1263.812790991227,0.6319063954956136,0.5874921635946544
10,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
11,1,rank,12,1,0.5,0.03,2000,500,582.1288709843964,0.2910644354921982,0.28699843742466713
11,2,rank,11,1,0.5,0.03,2000,500,758.8314113859989,0.3794157056929994,0.37125042224107324
11,3,rank,10,1,0.5,0.03,2000,500,771.8035672018708,0.3859017836009354,0.37899850058554363
11,4,rank,9,1,0.5,0.03,2000,500,813.6050795981635,0.4068025397990817,0.37984166747194015
11,5,rank,8,1,0.5,0.03,2000,500,404.69918211467854,0.20234959105733927,0.17304143320185927
11,6,rank,7,1,0.5,0.03,2000,500,13.666481446521846,0.006833240723260923,0.0024630964409903715
11,7,rank,6,1,0.5,0.03,2000,500,416.7809662016005,0.20839048310080024,0.16554066745683302
11,8,rank,5,1,0.5,0.03,2000,500,745.2457224522734,0.3726228612261367,0.3205820689417402
11,9,rank,4,1,0.5,0.03,2000,500,771.6059582362187,0.38580297911810935,0.3119166581950436
11,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
12,1,rank,11,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
12,2,rank,11,1,0.5,0.03,2000,500,546.8391700622125,0.27341958503110625,0.2719141298698662
12,3,rank,10,1,0.5,0.03,2000,500,815.8023763624332,0.40790118818121657,0.40099789504966143
12,4,rank,9,1,0.5,0.03,2000,500,663.5080851155351,0.3317540425577675,0.2997499692211603
12,5,rank,8,1,0.5,0.03,2000,500,595.3781068485982,0.29768905342429913,0.2899166643234688
12,6,rank,7,1,0.5,0.03,2000,500,950.6607718988544,0.47533038594942717,0.4382500476208056
12,7,rank,6,1,0.5,0.03,2000,500,280.81828934209403,0.140409144671047,0.13351742271983316
12,8,rank,5,1,0.5,0.03,2000,500,756.9236872255459,0.37846184361277296,0.32603332630454207
12,9,rank,4,1,0.5,0.03,2000,500,1261.1804832221019,0.6305902416110509,0.5617083336872197
12,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
13,1,rank,12,1,0.5,0.03,2000,500,739.7538820636597,0.36987694103182983,0.36074943065651405
13,2,rank,11,1,0.5,0.03,2000,500,34.14509557482726,0.01707254778741363,0.015249669625964331
13,3,rank,10,1,0.5,0.03,2000,500,62.02451866887178,0.03101225933443589,0.03099976054056709
13,4,rank,9,1,0.5,0.03,2000,500,397.91660410312943,0.19895830205156473,0.18674959536821906
13,5,rank,8,1,0.5,0.03,2000,500,900.4748764971533,0.45023743824857665,0.42282998359738005
13,6,rank,7,1,0.5,0.03,2000,500,934.4262940262525,0.4672131470131263,0.42915817042229243
13,7,rank,6,1,0.5,0.03,2000,500,722.1618348286031,0.36108091741430154,0.31829999455206487
13,8,rank,5,1,0.5,0.03,2000,500,1153.8783058807276,0.5769391529403638,0.5472428517097854
13,9,rank,4,1,0.5,0.03,2000,500,1273.8344379450389,0.6369172189725194,0.5729166670422196
13,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
14,1,rank,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
14,2,rank,12,1,0.5,0.03,2000,500,729.5581497172553,0.36477907485862765,0.3467498992579806
14,3,rank,11,1,0.5,0.03,2000,500,395.0024236872693,0.19750121184363464,0.19749879871570533
14,4,rank,10,1,0.5,0.03,2000,500,612.853445513321,0.3064267227566605,0.2793499660708736
14,5,rank,9,1,0.5,0.03,2000,500,822.4555192574398,0.41122775962871994,0.3825411074889917
14,6,rank,8,1,0.5,0.03,2000,500,904.000386702209,0.4520001933511045,0.42195833242566505
14,7,rank,7,1,0.5,0.03,2000,500,674.5639993814716,0.3372819996907358,0.30570500159934216
14,8,rank,6,2,0.5,0.03,2000,500,10.888904488285863,0.005444452244142931,0.005039304024972811
14,9,rank,4,1,0.5,0.03,2000,500,66.00008735957627,0.033000043679788135,0.008250005459972287
14,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
15,1,rank,13,1,0.5,0.03,2000,500,715.1172360163271,0.3575586180081635,0.3381666227480699
15,2,rank,12,1,0.5,0.03,2000,500,137.73336713204733,0.06886668356602367,0.06270833372874801
15,3,rank,11,2,0.5,0.03,2000,500,8.586744874394753,0.0042933724371973766,0.004012375025859879
15,4,rank,9,1,0.5,0.03,2000,500,606.6682996118584,0.3033341498059292,0.27349166425022714
15,5,rank,8,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
15,6,rank,8,1,0.5,0.03,2000,500,1.0014439521287424,0.0005007219760643712,6.012129259154262e-08
15,7,rank,7,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
15,8,rank,7,2,0.5,0.03,2000,500,16.35292585155716,0.00817646292577858,0.007308916116759533
15,9,rank,5,2,0.5,0.03,2000,500,364.91028027978166,0.18245514013989084,0.1588667152436198
15,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
16,1,rank,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
16,2,rank,12,1,0.5,0.03,2000,500,719.3695805790755,0.35968479028953776,0.33987499983589564
16,3,rank,11,1,0.5,0.03,2000,500,740.5155910653884,0.3702577955326942,0.34849966039948016
16,4,rank,10,1,0.5,0.03,2000,500,657.341016815837,0.32867050840791845,0.3214963038466021
16,5,rank,9,1,0.5,0.03,2000,500,719.5083572765961,0.35975417863829806,0.34474747429297237
16,6,rank,8,1,0.5,0.03,2000,500,880.3120216973069,0.44015601084865347,0.41367469206822605
16,7,rank,7,1,0.5,0.03,2000,500,907.2201495632006,0.4536100747816003,0.4190416680394834
16,8,rank,6,1,0.5,0.03,2000,500,1065.9564620085255,0.5329782310042628,0.4934166667639652
16,9,rank,5,1,0.5,0.03,2000,500,1143.4900055877433,0.5717450027938716,0.5229134613710575
16,10,rank,4,1,0.5,0.03,2000,500,779.4075528924103,0.38970377644620513,0.3382460503440276
17,1,rank,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
17,2,rank,12,1,0.5,0.03,2000,500,562.3861851733911,0.28119309258669556,0.26012499811199963
17,3,rank,11,1,0.5,0.03,2000,500,607.0516673904295,0.3035258336952148,0.303497657682321
17,4,rank,10,1,0.5,0.03,2000,500,828.0881791368341,0.41404408956841704,0.41399093049130603
17,5,rank,9,1,0.5,0.03,2000,500,11.451799072777655,0.005725899536388828,6.481605632181657e-14
17,6,rank,8,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
17,7,rank,8,1,0.5,0.03,2000,500,265.3943879764859,0.13269719398824295,0.13024834777632452
17,8,rank,7,1,0.5,0.03,2000,500,382.06269338876945,0.19103134669438473,0.16933074079879254
17,9,rank,6,1,0.5,0.03,2000,500,13.476340899239759,0.0067381704496198794,0.004922291209468646
17,10,rank,5,1,0.5,0.03,2000,500,747.617467915915,0.3738087339579575,0.3191416609587328
17,11,rank,4,1,0.5,0.03,2000,500,1271.3106899147367,0.6356553449573683,0.5680833345033266
18,1,rank,12,1,0.5,0.03,2000,500,567.0260619714629,0.28351303098573144,0.2594999985457326
18,2,rank,11,2,0.5,0.03,2000,500,142.52418331908953,0.07126209165954477,0.07049767003249427
18,3,rank,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
18,4,rank,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
18,5,rank,9,1,0.5,0.03,2000,500,573.0956722504013,0.2865478361252007,0.264833038223521
18,6,rank,8,1,0.5,0.03,2000,500,697.8638037567505,0.34893190187837525,0.3457493983041552
18,7,rank,7,1,0.5,0.03,2000,500,937.1125606366727,0.46855628031833635,0.43190833424031916
18,8,rank,6,1,0.5,0.03,2000,500,171.12349219467936,0.08556174609733967,0.055498896628982164
18,9,rank,5,1,0.5,0.03,2000,500,421.1031097174969,0.21055155485874846,0.21049441817123124
18,10,rank,4,1,0.5,0.03,2000,500,771.9896788251972,0.3859948394125986,0.3104999916655985
19,1,rank,13,1,0.5,0.03,2000,500,547.7435067140062,0.2738717533570031,0.26483154549045135
19,2,rank,12,1,0.5,0.03,2000,500,308.0269216090958,0.1540134608045479,0.1534999698492633
19,3,rank,11,1,0.5,0.03,2000,500,771.4606070564683,0.3857303035282342,0.3741675351327985
19,4,rank,10,1,0.5,0.03,2000,500,151.04342098223285,0.07552171049111642,0.07550052207223833
19,5,rank,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
19,6,rank,9,1,0.5,0.03,2000,500,138.80262180051187,0.06940131090025593,0.06050165309995947
19,7,rank,8,1,0.5,0.03,2000,500,641.9854485037363,0.32099272425186814,0.28874166418388786
19,8,rank,7,1,0.5,0.03,2000,500,920.5752928769984,0.46028764643849923,0.42299642967671963
19,9,rank,6,1,0.5,0.03,2000,500,705.7706357099997,0.3528853178549999,0.3042072292678496
19,10,rank,5,1,0.5,0.03,2000,500,1083.8773990736854,0.5419386995368427,0.49840000148536245
19,11,rank,4,1,0.5,0.03,2000,500,1234.4350588966356,0.6172175294483178,0.5478750019716558
20,1,rank,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
20,2,rank,12,1,0.5,0.03,2000,500,4.459719218389574,0.002229859609194787,0.0017506909723400722
20,3,rank,11,1,0.5,0.03,2000,500,597.0531863944032,0.2985265931972016,0.29849683701898355
20,4,rank,10,1,0.5,0.03,2000,500,259.8317956736587,0.12991589783682936,0.12875397601803418
20,5,rank,9,1,0.5,0.03,2000,500,142.47897818962053,0.07123948909481027,0.06258278343826454
20,6,rank,8,1,0.5,0.03,2000,500,451.062632035234,0.225531316017617,0.2249958455058872
20,7,rank,7,1,0.5,0.03,2000,500,1.8116717251879364,0.0009058358625939682,0.000752102525762524
20,8,rank,6,2,0.5,0.03,2000,500,299.44770921826097,0.14972385460913049,0.13218008033298315
20,9,rank,4,1,0.5,0.03,2000,500,65.09861407122575,0.03254930703561288,0.03250901661365289
20,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
21,1,rank,13,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
21,2,rank,13,3,0.5,0.03,2000,500,31.39043898449019,0.015695219492245095,0.014916599321670873
21,3,rank,10,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
21,4,rank,10,1,0.5,0.03,2000,500,823.980634764604,0.411990317382302,0.3871250000208639
21,5,rank,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
21,6,rank,9,1,0.5,0.03,2000,500,806.6761639089809,0.40333808195449045,0.3959990860483284
21,7,rank,8,1,0.5,0.03,2000,500,13.911638513647395,0.006955819256823697,0.004834508390827111
21,8,rank,7,1,0.5,0.03,2000,500,915.1231211889522,0.45756156059447606,0.4311645185667668
21,9,rank,6,2,0.5,0.03,2000,500,13.014636074460755,0.006507318037230377,0.006501120307242346
21,10,rank,4,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
21,11,rank,4,1,0.5,0.03,2000,500,287.34312615536726,0.14367156307768364,0.12150000066444139
22,1,rank,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
22,2,rank,12,1,0.5,0.03,2000,500,703.1041596397331,0.3515520798198665,0.3442507528833246
22,3,rank,11,1,0.5,0.03,2000,500,800.1659962690094,0.4000829981345047,0.37983092830235576
22,4,rank,10,1,0.5,0.03,2000,500,383.8315061130633,0.19191575305653166,0.17566401120708816
22,5,rank,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
22,6,rank,9,1,0.5,0.03,2000,500,849.82945119916,0.42491472559958,0.40066554076020927
22,7,rank,8,2,0.5,0.03,2000,500,91.92449156849578,0.04596224578424789,0.04101347577672899
22,8,rank,6,1,0.5,0.03,2000,500,42.776067035253135,0.021388033517626567,3.604992756306126e-06
22,9,rank,5,2,0.5,0.03,2000,500,18.64585219226679,0.009322926096133395,0.002501769148986287
22,10,rank,3,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
23,1,rank,13,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
23,2,rank,13,1,0.5,0.03,2000,500,359.13806383489896,0.17956903191744947,0.17374966922351262
23,3,rank,12,1,0.5,0.03,2000,500,625.03688916984,0.31251844458492,0.31199588503309034
23,4,rank,11,2,0.5,0.03,2000,500,64.15352902453596,0.03207676451226798,0.029063179207363173
23,5,rank,9,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
23,6,rank,9,1,0.5,0.03,2000,500,819.2724967991471,0.4096362483995736,0.40291509229574735
23,7,rank,8,1,0.5,0.03,2000,500,508.0766619915803,0.25403833099579015,0.2539982590875113
23,8,rank,7,1,0.5,0.03,2000,500,397.7238416392544,0.1988619208196272,0.17074896634386522
23,9,rank,6,1,0.5,0.03,2000,500,817.8095034176072,0.4089047517088036,0.4082351005509644
23,10,rank,5,1,0.5,0.03,2000,500,16.03513117162321,0.008017565585811605,0.00800300727483419
23,11,rank,4,1,0.5,0.03,2000,500,1257.70648288858,0.62885324144429,0.5645833347849918
24,1,rank,12,0,0.5,0.03,2000,500,2000.000000000002,1.000000000000001,1.0
24,2,rank,12,1,0.5,0.03,2000,500,605.0323230396712,0.30251616151983557,0.29174897729568766
24,3,rank,11,1,0.5,0.03,2000,500,566.0244516796724,0.2830122258398362,0.28199885831439
24,4,rank,10,1,0.5,0.03,2000,500,752.4541485067599,0.37622707425338,0.3712460041648424
