season,week,mechanism,n_active,n_exit,fan_share_sum,fan_share_min,fan_share_max,fan_share_width_mean,fan_index_width_mean,judge_fan_rank_corr,observed_exit,pred_exit,match_pred,observed_exit_prob_at_posterior_mean
9,8,percent,5,1,1.0000000000000002,0.06365385216512401,0.25244557237547877,0.44557701315440984,3.801865126442781,-0.10259783520851541,Aaron Carter,Aaron Carter,1,0.8360553455805266
9,8,rank,5,1,1.0,0.07950515306880708,0.27017920953388963,0.4441173546036503,3.9194216325762015,-0.10259783520851541,Aaron Carter,Aaron Carter,1,1.0
9,9,percent,4,1,1.0,0.08055672334159922,0.3297917596147647,0.48500344555402974,3.55975669004453,-0.39999999999999997,Joanna Krupa,Joanna Krupa,1,0.9280761116305208
9,9,rank,4,1,0.9999999999999999,0.07233395447800448,0.44757254755072345,0.453257304151089,3.457722910104261,-0.7999999999999999,Joanna Krupa,Joanna Krupa,1,0.9999998844450395
9,10,percent,3,0,1.0,0.32934983108358606,0.33876306853557914,0.7491255216471536,4.881917060706177,0.5,,,,
9,10,rank,3,0,1.0,0.31803286453593066,0.35448556526823743,0.741475652523298,4.7437038551431945,0.5,,,,
10,1,percent,11,0,0.9999999999999999,0.08487379179304014,0.0956634410678871,0.24809292430115645,4.24713454511049,-0.03678403918973623,,,,
10,1,rank,11,0,1.0,0.08188723866554556,0.1017677830763472,0.2594486486345796,4.186730583642142,0.28047829882173875,,,,
10,2,percent,11,1,1.0,0.04082787335309474,0.10249307584544753,0.2403264042343271,4.059450376110004,-0.5740333799485386,Shannen Doherty,Shannen Doherty,1,0.19289855319797664
10,2,rank,11,1,1.0,0.01349820978835145,0.16627041590071934,0.22086138662716595,3.2812162845932806,-0.5649217389969744,Shannen Doherty,Shannen Doherty,1,0.9999999999999967
10,3,percent,10,1,1.0,0.04068689316505214,0.116254237326559,0.27067133219496736,4.118896397097368,0.04939118577177574,Buzz Aldrin,Buzz Aldrin,1,0.38673455175262517
10,3,rank,10,1,1.0,0.031258436459505545,0.12430151974721503,0.25449950355822576,3.877095961867025,0.02469559288588787,Buzz Aldrin,Buzz Aldrin,1,1.0
10,4,percent,9,1,1.0,0.04711094800343575,0.1364548860772947,0.2846799600559956,3.9727408697651865,-0.2833333333333333,Aiden Turner,Aiden Turner,1,0.37997493998545817
10,4,rank,9,1,1.0,0.033049378561063145,0.15767649783045004,0.28674159448756925,3.895475921149275,-0.21666666666666667,Aiden Turner,Aiden Turner,1,1.0
10,5,percent,8,1,1.0,0.04916957997170942,0.14460802801373626,0.32340130447593196,4.0193484120522545,0.011976262619132589,Kate Gosselin,Kate Gosselin,1,0.5437525919073863
10,5,rank,8,1,1.0,0.0421979726247157,0.16072279843378431,0.3215139775184838,4.068122739317705,-0.05988131309566295,Kate Gosselin,Kate Gosselin,1,1.0
10,6,percent,7,1,1.0,0.04663548537898517,0.1690012377903263,0.36475948173969897,4.170341983685113,-0.03571428571428572,Jake Pavelka,Jake Pavelka,1,0.6225397140154858
10,6,rank,7,1,1.0,0.057053891548898006,0.17980608810466936,0.36190282430511195,4.104414238622801,-0.1785714285714286,Jake Pavelka,Jake Pavelka,1,1.0
10,7,percent,6,1,1.0,0.05354358925400811,0.19479762082008287,0.40303728984306364,3.982898591012367,-0.26482044885142486,Pamela Anderson,Pamela Anderson,1,0.6686994138384525
10,7,rank,6,1,0.9999999999999999,0.04416092531793117,0.24286162047411353,0.4012589698450825,4.000911623286257,-0.5296408977028497,Pamela Anderson,Pamela Anderson,1,1.0
10,8,percent,5,1,1.0,0.07261339343825486,0.23949778683871636,0.45222338605110224,3.8027669463716385,0.20519567041703082,Niecy Nash,Niecy Nash,1,0.8651150426435281
10,8,rank,5,1,1.0,0.09609991688691384,0.2617361466703714,0.4730258049321191,4.195131637957885,0.051298917604257706,Niecy Nash,Niecy Nash,1,1.0
10,9,percent,4,1,1.0,0.08598417990396066,0.31676212059198905,0.5172633680600262,3.851322276819856,0.316227766016838,Chad Ochocinco,Chad Ochocinco,1,0.9519285224643298
10,9,rank,4,1,0.9999999999999999,0.1370168785370962,0.3438682402005556,0.5455362982468062,4.256179336761475,0.316227766016838,Chad Ochocinco,Chad Ochocinco,1,1.0
10,10,percent,3,0,1.0,0.3236290160605597,0.34469699232189466,0.7384156018794089,4.747799807851185,1.0,,,,
10,10,rank,3,0,1.0,0.31578952485355194,0.3456759900738336,0.7362192159760169,4.836506952967596,-0.5,,,,
11,1,percent,12,1,1.0,0.039306437653593346,0.09262947762467712,0.2294600086208571,3.955404686410142,0.26550710368448777,David Hasselhoff,David Hasselhoff,1,0.21213603299352582
11,1,rank,12,1,1.0,0.020406311178146862,0.10370405472238746,0.2162168235300821,3.759060469752466,-0.26550710368448777,David Hasselhoff,David Hasselhoff,1,1.0
11,2,percent,11,1,1.0,0.041500888477602714,0.10722724932859073,0.24584392010578163,4.029146261463942,-0.16130573829364253,Michael Bolton,Michael Bolton,1,0.3244107384931502
11,2,rank,11,1,1.0,0.025099356047531534,0.10757978858768275,0.2427461060746306,4.0549469502934725,0.04608735379818358,Michael Bolton,Michael Bolton,1,1.0
11,3,percent,10,1,1.0,0.04211210611931763,0.11322408215645352,0.26768411642484813,4.116246740289016,0.16052135375827115,Margaret Cho,Margaret Cho,1,0.309423238864784
11,3,rank,10,1,1.0,0.03123999242075588,0.12337152779587222,0.25714775161408837,3.9529017778467312,-0.3457383004024302,Margaret Cho,Margaret Cho,1,1.0
11,4,percent,9,1,1.0,0.04409362772365246,0.12705808745847313,0.2896523243232807,4.069439052362622,0.13333333333333333,The Situation,The Situation,1,0.4351233576021366
11,4,rank,9,1,1.0,0.03566516400383182,0.14707314876215835,0.2879403642712409,4.078511805963174,-0.2333333333333333,The Situation,The Situation,1,1.0
11,5,percent,8,1,1.0,0.04671028258179838,0.1408364364675945,0.3161867051120076,4.07194532190041,0.29940656547831473,Florence Henderson,Florence Henderson,1,0.4233771347637237
11,5,rank,8,1,1.0,0.029213001306463083,0.1837618508807248,0.3130880930484121,3.758230951882725,-0.5748606057183643,Florence Henderson,Florence Henderson,1,1.0
11,6,percent,7,1,0.9999999999999999,0.0502576612550956,0.17187679289328442,0.3488196566238602,3.832554952934258,-0.6785714285714287,Audrina Patridge,Audrina Patridge,1,0.4343821631263323
11,6,rank,7,1,1.0,0.022425695267724057,0.36036612105950583,0.20923030632625353,2.235028594510949,-0.9642857142857145,Audrina Patridge,Audrina Patridge,1,0.999999711112654
11,7,percent,6,1,1.0,0.051766822894659587,0.1940175004810907,0.407820386465209,3.935857095018848,0.057977103565244846,Rick Fox,Rick Fox,1,0.6694391625892508
11,7,rank,6,1,1.0,0.041267709330811045,0.25572734348295345,0.39588691750344757,3.692081815497593,-0.6377481392176932,Rick Fox,Rick Fox,1,1.0
11,8,percent,5,1,1.0,0.06532077064658665,0.25039646417246664,0.4460169788484968,3.893119445373985,-0.051298917604257706,Kurt Warner,Kurt Warner,1,0.8547332787066307
11,8,rank,5,1,1.0,0.07154864532393791,0.2861413616350752,0.4349792427064916,3.8517118075363967,-0.20519567041703082,Kurt Warner,Kurt Warner,1,1.0
11,9,percent,4,1,1.0,0.08536362790641625,0.3281867079416291,0.5098919353302079,3.6650088786618644,-0.39999999999999997,Brandy,Brandy,1,0.9275034430453584
11,9,rank,4,1,1.0,0.10299051189686902,0.384407965493218,0.5010712602351878,3.665432771658918,-0.39999999999999997,Brandy,Brandy,1,0.9999999999999967
11,10,percent,3,0,1.0,0.3292520702659678,0.3386167058977063,0.763749466065124,5.011309186762062,-1.0,,,,
11,10,rank,3,0,0.9999999999999999,0.3220362771763524,0.347773538304691,0.7509076670837777,5.002683255796929,-0.5,,,,
12,1,percent,11,0,0.9999999999999999,0.08372331966115788,0.09920783649536016,0.2531318760127194,4.170212383743949,0.16934037482871678,,,,
12,1,rank,11,0,1.0,0.08381316339540214,0.10104642121323167,0.24954184776698843,4.09792947949482,0.37529488475553446,,,,
12,2,percent,11,1,1.0,0.04099557957581488,0.10266938311844476,0.24417344925457565,4.0195521262166265,0.35274512806981856,Mike Catherwood,Mike Catherwood,1,0.2343382998223857
12,2,rank,11,1,1.0,0.019823827806964303,0.11734093858921568,0.23606532775142952,3.802934245800206,-0.2413519297319811,Mike Catherwood,Mike Catherwood,1,1.0
12,3,percent,10,1,1.0,0.04184832047985542,0.12286624591300785,0.27164366279415203,4.110873379300103,0.29109003770288283,Wendy Williams,Wendy Williams,1,0.35789161033637523
12,3,rank,10,1,1.0,0.03019549316175138,0.12159790815617316,0.25407669886096074,3.9344142896054897,-0.08670767080511403,Wendy Williams,Wendy Williams,1,1.0
12,4,percent,9,1,1.0,0.04128372164778592,0.12767909629062865,0.2869129231836141,3.9337282909231095,-0.27240208984279957,Sugar Ray Leonard,Sugar Ray Leonard,1,0.3512849367286435
12,4,rank,9,1,0.9999999999999999,0.028938227082920966,0.14227202554454213,0.28672799957951806,3.97556321767079,-0.16173874084416223,Sugar Ray Leonard,Sugar Ray Leonard,1,1.0
12,5,percent,8,1,1.0,0.043719583741002696,0.1515129057453336,0.3302161457334759,4.02989752728163,0.20025046972870358,Petra Nemcova,Petra Nemcova,1,0.45257725257805487
12,5,rank,8,1,1.0,0.03775675027042671,0.16892713460437972,0.3033999936392491,3.7996594881696653,-0.450563556889583,Petra Nemcova,Petra Nemcova,1,1.0
12,6,percent,7,1,1.0,0.04898073494584817,0.16632335892407255,0.35424748835938236,3.877899162599369,0.5765999761251578,Chris Jericho,Chris Jericho,1,0.6025552587530053
12,6,rank,7,1,1.0,0.0550496646473056,0.20269676246677112,0.3607718464273173,3.948950726425984,-0.198206241793023,Chris Jericho,Chris Jericho,1,1.0
12,7,percent,6,1,1.0,0.0590949898107051,0.1979236249889661,0.40066926616520854,3.963413689161424,-0.5296408977028497,Kendra Wilkinson,Kendra Wilkinson,1,0.6541303716902055
12,7,rank,6,1,1.0,0.04340749309579981,0.2901763860420298,0.3432490917952336,3.2274553033543483,-0.6179143806533246,Kendra Wilkinson,Kendra Wilkinson,1,1.0
12,8,percent,5,1,1.0,0.06497233986085371,0.2432980145005987,0.4343138584733336,3.5441512064650156,-0.09999999999999999,Romeo,Romeo,1,0.8037761002685134
12,8,rank,5,1,1.0,0.06681378118045593,0.28954870684272577,0.45506346524704105,4.007913354133033,-0.3,Romeo,Romeo,1,1.0
12,9,percent,4,1,1.0,0.08840078830412972,0.31815061931363753,0.5482842225440535,4.0610978282222225,0.19999999999999998,Ralph Macchio,Ralph Macchio,1,0.9693827197181565
12,9,rank,4,1,1.0,0.1318624222200973,0.3355745144410948,0.5836394925133448,4.437615939107174,0.19999999999999998,Ralph Macchio,Ralph Macchio,1,1.0
12,10,percent,3,0,0.9999999999999999,0.32194513025572313,0.3406758285942415,0.7670479158788396,4.856372620357844,0.0,,,,
12,10,rank,3,0,1.0,0.32151631207721254,0.3407152559379027,0.7340545308905417,4.6681779527989535,-0.8660254037844387,,,,
13,1,percent,12,1,1.0,0.036758641843300945,0.09502088618773297,0.22898141786979828,4.050996233417604,-0.059754784851790595,Metta World Peace (Ron),Metta World Peace (Ron),1,0.2274647018862661
13,1,rank,12,1,1.0,0.02311638382196354,0.104266422820543,0.21933203960187056,3.9683687297698924,-0.4217984813067572,Metta World Peace (Ron),Metta World Peace (Ron),1,1.0
13,2,percent,11,1,1.0000000000000002,0.03942716966589355,0.1038323899318184,0.2432121903690385,4.0345675414749955,-0.5843418687552857,Elisabetta Canalis,Elisabetta Canalis,1,0.1938228533655468
13,2,rank,11,1,1.0,0.010487162231356262,0.1463712083693115,0.20611237332444562,3.127492270473925,-0.7245839172565542,Elisabetta Canalis,Elisabetta Canalis,1,0.9999999422225181
13,3,percent,10,1,1.0,0.03919716298668011,0.11457203536988551,0.2614043645953631,3.9552786972502494,-0.1442864351352195,Kristin Cavallari,Kristin Cavallari,1,0.24787263928224074
13,3,rank,10,1,1.0000000000000002,0.013748889914960663,0.17569868521430032,0.23864604686749308,3.1516901439630325,-0.6837922360756055,Kristin Cavallari,Kristin Cavallari,1,0.9999999999999967
13,4,percent,9,1,1.0,0.03931423783922307,0.12863793482993227,0.2896368739557642,4.036840582976117,-0.36604030822626193,Chynna Phillips,Chynna Phillips,1,0.36640305656176997
13,4,rank,9,1,0.9999999999999999,0.02237949155647077,0.15773945194396713,0.2827043188832336,3.7939533207816223,-0.4596785266097243,Chynna Phillips,Chynna Phillips,1,1.0
13,5,percent,8,1,1.0,0.052557682852366165,0.1458660707635496,0.32506426421633405,4.11434929087909,-0.04819626927118799,Carson Kressley,Carson Kressley,1,0.46898733673224113
13,5,rank,8,1,1.0,0.04669573504338132,0.1648946653413735,0.3201575698604031,4.020483650813056,-0.012049067317796997,Carson Kressley,Carson Kressley,1,1.0
13,6,percent,7,1,0.9999999999999999,0.052688752973616255,0.1667456402845441,0.34456239067771005,3.8838865806086225,0.03603749850782236,Chaz Bono,Chaz Bono,1,0.6165388296998933
13,6,rank,7,1,0.9999999999999999,0.05634920900198352,0.17768762900410012,0.3696515841092329,3.9791009050206796,-0.23424374030084535,Chaz Bono,Chaz Bono,1,1.0
13,7,percent,6,1,1.0,0.05580220773567282,0.19471934239892066,0.38626249485029845,3.8288482041499488,0.08571428571428573,David Arquette,David Arquette,1,0.6722347400668248
13,7,rank,6,1,0.9999999999999999,0.048816340595220616,0.24417311432381278,0.38614136044164726,3.747434624644036,-0.4285714285714286,David Arquette,David Arquette,1,1.0
13,8,percent,5,1,1.0,0.0637661806863187,0.24480949244341255,0.4603458064351331,3.8962412575934655,0.20519567041703082,Nancy Grace,Nancy Grace,1,0.8885312908981625
13,8,rank,5,1,1.0,0.09388336944679351,0.2695730704143521,0.46276807393245234,4.032965915982923,0.20519567041703082,Nancy Grace,Nancy Grace,1,1.0
13,9,percent,4,1,1.0,0.08539647663910332,0.3179518656515823,0.5347634449444032,4.024758268497674,0.19999999999999998,Hope Solo,Hope Solo,1,0.9707871804442578
13,9,rank,4,1,1.0,0.14173855184837145,0.34417501574046433,0.5505761327720426,4.205864493419604,0.19999999999999998,Hope Solo,Hope Solo,1,1.0
13,10,percent,3,0,1.0,0.32644977966536315,0.33980283952691615,0.7636918440772362,5.038881331294995,0.5,,,,
13,10,rank,3,0,1.0,0.31857048656494774,0.3472194254825436,0.7446189203691054,4.840543906335809,-0.5,,,,
14,1,percent,12,0,1.0000000000000002,0.07304113203097937,0.08855550846309498,0.23248765253541523,4.130840582226523,-0.09356392870229827,,,,
14,1,rank,12,0,1.0,0.07894449895686921,0.08862442515410032,0.2297102292003623,4.125904723393911,0.02519028849677261,,,,
14,2,percent,12,1,1.0,0.03940120549071341,0.09366736046190559,0.22644947669472817,4.045462184337809,0.12302455704780418,Martina Navratilova,Martina Navratilova,1,0.22360911703838193
14,2,rank,12,1,0.9999999999999999,0.022050438205538918,0.09748412480357531,0.23132946701729365,4.017053762771801,-0.3761036458318585,Martina Navratilova,Martina Navratilova,1,1.0
14,3,percent,11,1,1.0,0.038306222746212565,0.09940659515474595,0.24311164635730956,4.06937954615918,0.17683321604017702,Jack Wagner,Jack Wagner,1,0.22283001370987499
14,3,rank,11,1,1.0,0.018164548602513264,0.11362554174461095,0.2269360642435581,3.6541735192935745,-0.3249907754251902,Jack Wagner,Jack Wagner,1,1.0
14,4,percent,10,1,1.0,0.041535376999730755,0.11275428838824018,0.2665424300155224,4.082033214578198,-0.16001893827313254,Sherri Sheperd,Sherri Sheperd,1,0.28046642634030644
14,4,rank,10,1,0.9999999999999999,0.02560667471511179,0.12894437795060526,0.25212820870363306,3.8939167882113246,-0.14770978917519928,Sherri Sheperd,Sherri Sheperd,1,1.0
14,5,percent,9,1,1.0,0.04270669124786077,0.12826663035082841,0.2890498797919436,4.106359676669265,0.4790085098851302,Gavin DeGraw,Gavin DeGraw,1,0.415942498657114
14,5,rank,9,1,0.9999999999999999,0.036002956039087194,0.1390332229368745,0.2806364290466453,3.7839244353287356,-0.21849510977216466,Gavin DeGraw,Gavin DeGraw,1,1.0
14,6,percent,8,1,1.0,0.04836682062360857,0.14242601155190152,0.325315311174587,4.046130967672292,-0.11904761904761905,Gladys Knight,Gladys Knight,1,0.5254604229193129
14,6,rank,8,1,1.0,0.04780669813051743,0.15101376315917678,0.31198702147152513,3.939998352646386,0.023809523809523815,Gladys Knight,Gladys Knight,1,1.0
14,7,percent,7,1,1.0,0.052038243043953804,0.16650077682445721,0.36294712477645963,4.0035065960321194,0.23424374030084535,Jaleel White,Jaleel White,1,0.509134999963116
14,7,rank,7,1,1.0,0.04265427292304679,0.21272286894494247,0.34871184636827973,3.913502209762424,-0.3243374865704013,Jaleel White,Jaleel White,1,1.0
14,8,percent,6,2,1.0,0.06793569204135474,0.2192937337230349,0.3717186909380643,3.5685600027916333,-0.2898855178262242,Melissa Gilbert|Roshon Fegan,Melissa Gilbert|Roshon Fegan,1,0.6439606106174908
14,8,rank,6,2,1.0000000000000002,0.02922941655225844,0.2745970256614822,0.29756175815438846,2.4948879098672445,-0.5797710356524484,Melissa Gilbert|Roshon Fegan,Melissa Gilbert|Roshon Fegan,1,0.0033382377953682903
14,9,percent,4,1,1.0,0.07782644480030672,0.31199582166072276,0.513770823160493,3.742292366331231,-0.39999999999999997,Maria Menounos,Maria Menounos,1,0.9293560810754735
14,9,rank,4,1,1.0,0.06611633756675504,0.5079903440324616,0.22557704778866416,1.9737787538336142,-1.0,Maria Menounos,Donald Driver,0,0.25
14,10,percent,3,0,1.0,0.3228679168862953,0.3444647575879787,0.7571607400561401,5.081812482448192,0.8660254037844387,,,,
14,10,rank,3,0,1.0,0.3245060796622116,0.34716050544472055,0.7582976359166702,4.92774175345179,-0.8660254037844387,,,,
15,1,percent,13,1,0.9999999999999999,0.03622223648295626,0.08506181170732666,0.20608497417487173,3.9834765471356226,0.058092675491748416,Pamela Anderson,Pamela Anderson,1,0.18608893243867944
15,1,rank,13,1,1.0000000000000002,0.02120986361800491,0.09965948932114083,0.20824628844402054,3.9505721963755884,-0.12171798674461572,Pamela Anderson,Pamela Anderson,1,1.0
15,2,percent,12,1,1.0,0.03820496099868453,0.09534830348292685,0.2279444246222322,4.204697775259947,-0.25352741347343954,Joey Fatone,Joey Fatone,1,0.1748611462612177
15,2,rank,12,1,0.9999999999999999,0.012485673557503464,0.130529329350034,0.20444561433207012,3.5475340182933746,-0.6267761055315589,Joey Fatone,Joey Fatone,1,1.0
15,3,percent,11,2,0.9999999999999999,0.03847052356092808,0.11086073069410199,0.2322506276077741,3.8865677169100312,0.08414522910076114,Drew Lachey|Helio Castroneves,Drew Lachey|Helio Castroneves,1,0.09746434745835121
15,3,rank,11,2,0.9999999999999999,0.006654594758123221,0.2056536848717615,0.18477879283280949,2.6306900977720633,-0.3038577717527486,Drew Lachey|Helio Castroneves,Drew Lachey|Helio Castroneves,1,1.9287498479658466e-10
15,4,percent,9,1,1.0,0.04562531504717711,0.1332049009109809,0.29241218792524015,4.017537133384707,0.025104822262671692,Bristol Palin,Bristol Palin,1,0.3427813667945078
15,4,rank,9,1,0.9999999999999999,0.030082959864412177,0.15139145039477703,0.28655036421333907,3.9743734788153144,-0.4435185266405332,Bristol Palin,Bristol Palin,1,1.0
15,5,percent,8,0,1.0,0.11243338608905101,0.13160787105494098,0.33555857140138806,4.1547350297620405,-0.3424587453664927,,,,
15,5,rank,8,0,1.0,0.11528210200664071,0.1360164383521945,0.34503314758794634,4.223136503085668,-0.520029946667637,,,,
15,6,percent,8,1,1.0,0.04806658585828057,0.14825297015553893,0.3117447385659497,4.032315951330694,-0.4217173561228949,Sabrina Bryan,Sabrina Bryan,1,0.34566580454720025
15,6,rank,8,1,0.9999999999999997,0.01217797463526433,0.38285771588664824,0.0,0.0,-0.9157291161525718,Sabrina Bryan,Kelly Monaco,0,0.00012015584946882759
15,7,percent,7,0,1.0000000000000002,0.1337096362909821,0.15119937497064803,0.3730617289709023,4.167732058275177,-0.4642857142857144,,,,
15,7,rank,7,0,1.0,0.13499754316435214,0.15262778745123903,0.3748344609180708,4.156599088650008,0.42857142857142866,,,,
15,8,percent,7,2,1.0,0.052601747320075776,0.18366824886090807,0.3252339958532238,3.5115964408135687,0.09009374626955591,Gilles Marini|Kirstie Alley,Gilles Marini|Kirstie Alley,1,0.4772001979283268
15,8,rank,7,2,1.0,0.0193423266482191,0.29582260841341174,0.27959552365589424,2.8453525296008597,-0.8288624656799143,Gilles Marini|Kirstie Alley,Gilles Marini|Kirstie Alley,1,0.9999999999862039
15,9,percent,5,2,1.0,0.07897969414883613,0.29180401766684555,0.40603071658976286,3.572462128097483,0.49999999999999994,Apolo Anton Ohno|Emmitt Smith,Apolo Anton Ohno|Emmitt Smith,1,0.8642755771834929
15,9,rank,5,2,1.0,0.0537030907807703,0.3260374217261835,0.4060148300552367,3.6837022550615908,0.19999999999999998,Apolo Anton Ohno|Emmitt Smith,Apolo Anton Ohno|Emmitt Smith,1,0.9999999990656717
15,10,percent,3,0,1.0,0.3057096062667158,0.35909718903738425,0.7631718428985943,5.135770632423056,-0.5,,,,
15,10,rank,3,0,1.0,0.32123100353922157,0.3421443679157104,0.7362652281435734,4.8234758830127475,1.0,,,,
16,1,percent,12,0,1.0,0.07621849072225226,0.09251124027770248,0.23034828120467996,4.073051467085115,0.46542359303246644,,,,
16,1,rank,12,0,1.0,0.07714675436250679,0.08938394046874504,0.2269400166015583,4.195382324659978,0.0,,,,
16,2,percent,12,1,1.0,0.03830800589426741,0.09710276013143214,0.2266435864133212,4.036132104481544,0.2380410742990477,Dorothy Hamill,Dorothy Hamill,1,0.2301513529333729
16,2,rank,12,1,1.0,0.023680540780493337,0.1041049646146335,0.2331182765805168,4.127194267077749,-0.4441064819012084,Dorothy Hamill,Dorothy Hamill,1,1.0
16,3,percent,11,1,1.0,0.040735155896189076,0.10426106234700062,0.24312604679034752,3.9805481835244922,0.3133940058276483,Wynonna Judd,Wynonna Judd,1,0.28585337777783165
16,3,rank,11,1,1.0,0.02627370328096172,0.11767093974905214,0.23672933253297604,3.98893787250921,-0.28113285816891986,Wynonna Judd,Wynonna Judd,1,1.0
16,4,percent,10,1,1.0,0.04117549151272099,0.11217007761137883,0.26408820485401446,3.960637936833618,0.4159196446032918,Lisa Vanderpump,Lisa Vanderpump,1,0.31603432057198194
16,4,rank,10,1,0.9999999999999999,0.02742058615013353,0.1308248827041585,0.2699091128325136,4.0435517632071,-0.37310438707059995,Lisa Vanderpump,Lisa Vanderpump,1,1.0
16,5,percent,9,1,1.0,0.048011821178631474,0.12826303633089212,0.2940663773096085,4.02785130534476,0.6554853293164941,D. L. Hughley,D. L. Hughley,1,0.38247206147132506
16,5,rank,9,1,1.0,0.0368466009985393,0.14968956785049659,0.28461582428922544,3.9305758209139867,-0.2437060839766452,D. L. Hughley,D. L. Hughley,1,1.0
16,6,percent,8,1,1.0,0.047226624982719304,0.14216281956482185,0.3231512858218536,4.036929086618327,0.8263621207201486,Victor Ortiz,Victor Ortiz,1,0.46822369242489337
16,6,rank,8,1,1.0,0.04566096120114822,0.16371523822794137,0.3263489897020486,3.925474488149179,-0.19162020190612142,Victor Ortiz,Victor Ortiz,1,1.0
16,7,percent,7,1,1.0,0.054701090360784424,0.1637001275645449,0.3686532999659199,4.21808326125513,0.21428571428571433,Andy Dick,Andy Dick,1,0.7075103619293692
16,7,rank,7,1,1.0000000000000002,0.05518293078414827,0.19626705238959602,0.3553756072572801,4.075641454448677,0.1785714285714286,Andy Dick,Andy Dick,1,1.0
16,8,percent,6,1,1.0,0.05888456751301972,0.20134029304095208,0.40259959493033454,3.949269850089726,0.028571428571428574,Sean Lowe,Sean Lowe,1,0.7616221596037902
16,8,rank,6,1,0.9999999999999999,0.07254216262516482,0.2182299758795097,0.4032481593895567,3.856403451174884,-0.08571428571428573,Sean Lowe,Sean Lowe,1,1.0
16,9,percent,5,1,1.0,0.06512162991046294,0.2363320440400723,0.44388121438908545,3.79711022682626,0.8207826816681233,Ingo Rademacher,Ingo Rademacher,1,0.8595957691549381
16,9,rank,5,1,1.0,0.09425166098762301,0.2807769115752294,0.4688612303052141,4.25618102927442,0.051298917604257706,Ingo Rademacher,Ingo Rademacher,1,1.0
16,10,percent,4,1,1.0,0.07530043462366433,0.3178581675421993,0.5234965052400848,3.851112921201849,0.21081851067789195,Alexandra Raisman,Alexandra Raisman,1,0.9433513464743335
16,10,rank,4,1,1.0,0.09413117710987982,0.379692420103078,0.4958487908719812,3.7310213829471124,-0.316227766016838,Alexandra Raisman,Alexandra Raisman,1,0.9999999999999967
17,1,percent,12,0,1.0,0.07971093841414444,0.08863721217536727,0.2306150147881624,4.104064562383606,0.4295881172744393,,,,
17,1,rank,12,0,1.0,0.07944733800109867,0.08897366980970953,0.2300984266909122,4.226880490126818,0.1654970615729397,,,,
17,2,percent,12,1,1.0,0.03810453788587698,0.09575869417405915,0.22945451603346748,4.2767716353313325,0.04232968820516252,Keyshawn Johnson,Keyshawn Johnson,1,0.21384447449732005
17,2,rank,12,1,1.0,0.01950192072138365,0.10925169901373744,0.21910093915972792,4.009308830620786,-0.5114837324790472,Keyshawn Johnson,Keyshawn Johnson,1,1.0
17,3,percent,11,1,1.0,0.04067302646771128,0.10901036426677897,0.24140856695107804,3.9827016660374217,0.351085141784587,Bill Nye,Bill Nye,1,0.2910954162652841
17,3,rank,11,1,1.0,0.024664580515436924,0.1211730942249358,0.24448911735065104,3.9861137576683134,-0.13858624017812643,Bill Nye,Bill Nye,1,1.0
17,4,percent,10,1,1.0,0.04059790304316259,0.11407982861077545,0.26529735622471834,4.091220383766336,0.7437008196115621,Valerie Harper,Valerie Harper,1,0.3365879130117752
17,4,rank,10,1,1.0,0.03212557705791445,0.12229628493105742,0.2639838866606831,3.997453708706511,-0.11441551070947108,Valerie Harper,Valerie Harper,1,1.0
17,5,percent,9,1,1.0,0.04783739201331917,0.13207426826273272,0.291615615505501,3.9419531573524957,-0.3163433252262558,Christina Milian,Christina Milian,1,0.25821783766357026
17,5,rank,9,1,0.9999999999999999,0.015091072431256543,0.19619594986750122,0.19725958978582794,2.5766784652636314,-0.7609339444631559,Christina Milian,Brant Daugherty,0,1.3884605627168562e-11
17,6,percent,8,0,1.0,0.11780343844822806,0.13546025572640524,0.3375399431026041,4.2796826083543555,0.3333333333333334,,,,
17,6,rank,8,0,1.0,0.11247897876258105,0.13590561407771662,0.33390472389669845,4.244797539348758,-0.11904761904761905,,,,
17,7,percent,8,1,1.0,0.04739699264400916,0.1496015735567547,0.3137332125799967,3.9705519727972263,-0.5091750772173156,"Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi",1,0.3985878785342707
17,7,rank,8,1,1.0,0.028448236994551627,0.19559938151854273,0.3109147946751024,3.4916661599951535,-0.5940375900868682,"Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi",1,1.0
17,8,percent,7,1,1.0,0.04973224357386567,0.1642615018504449,0.35034423939296394,3.7608910773486373,0.0363696483726654,Brant Daugherty,Brant Daugherty,1,0.5111128298914885
17,8,rank,7,1,0.9999999999999999,0.038036774613968705,0.21783427834400554,0.3325344172918225,3.762487705308893,-0.6182840223353118,Brant Daugherty,Brant Daugherty,1,1.0
17,9,percent,6,1,1.0,0.051229776314683194,0.20615518530467017,0.40244354045300157,4.0416716012704175,-0.40583972495671394,Elizabeth Berkley Lauren,Elizabeth Berkley Lauren,1,0.6112970557313715
17,9,rank,6,1,0.9999999999999999,0.02676597502415077,0.3148547271260176,0.26152395108581156,2.2413479965802536,-0.9276336570439175,Elizabeth Berkley Lauren,Elizabeth Berkley Lauren,1,0.9997595727738711
17,10,percent,5,1,1.0,0.06656457629227387,0.24790848534410523,0.45770378694855,3.9508834792107974,-0.19999999999999998,Leah Remini,Leah Remini,1,0.8403971771616332
