model,r2,mae,rmse,mape,march1_point_estimate,march1_ci_lower,march1_ci_upper,march1_bootstrap_mean,march1_bootstrap_lower,march1_bootstrap_upper
"SARIMA(1,1,1)(1,1,1)[7]",0.9673026026554102,7881.427984648632,16039.30424788103,9.432700213882002,13269.917938103988,6444.99102151173,27322.105103989783,14027.701773552202,6871.381560084084,26147.93413905624
